"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV",
"24","01","MNR","801367","","","","","24","01","MNR","801367","","","24","01","17","2","25","PM","01","0","0","0","0","","VAN BUREN","22.7","23","12","2","1","006","E","GMTX","1","0","7","","TRACK 1","1","","2","UNPX","173080","006","Y","","","000","N","2","0","0","0","0","0","0","0","0","0","7","0","0","0","0","3","0","0","0","0","7859","15033","T110","","0","0","0","0","T110","2","1","006","22892","","23C003","0","000000","0","1","0","2","0","08","25","08","25","1","1","","3","","","","454","","2024","0","0","0","0","0","0","AROOSTOOK","003","","","","N","oth","1","TRAIN CREW WERE SHOVING SOUTHWARD ON TRACK 1 IN VAN BUREN YARD WHEN THE CONDUCTOR NOTICED 3 CARS LOA","DS OF LOAGS APPEARED TO BE OFF THE TRACK.  THE CONDUCTOR WALKED BACK TO FIND 3 (UNPX 173080, EMRY 17","3112 AND EMRY 173069) HAD DROPPED BETWEEN THE RIALS ON TRACK 1 DUE TO WIDE GAUGE.
TYPO FOR INCIDENT","NUMBER - RECORD SHOULD BE FOR 807367, NOT 801367 TO CORRESPOND WITH FORM 6180.97 FOR INCIDENT 80736","7.  UNABLE TO CHANGE THE INCIDENT NUMBER ON THIS FORM.","","","","","","","","","","","0","47.172707","-67.944804","2","5","","","","VAN BUREN",
"24","03","UP","0324GP004","","","","","24","03","UP","0324GP004","","","24","03","03","8","0","PM","12","0","0","0","0","","NORTH PLATTE","288.98","31","40","4","1","002","E","YNP2","3","17780","7","Y","YARD 205","1","","2","UPY","000440","001","N","","","000","","1","0","0","0","2","0","0","0","0","0","130","0","3","0","0","0","0","0","0","0","3930","1180","H999","","0","0","0","0","H999","2","1","010","71681","","31C111","0","000000","0","1","0","0","0","04","01","","","3","6","","CL","","","","194","","2024","0","0","0","0","0","0","LINCOLN","111","00","00","","N","7872","1","YNP22R-03 WAS OPERATING RCL 340/440 FAILED TO USE POSITIVE STOP PROTECTION AND TRAVERSED WEST ON EAS","T RECEIVING 204, SIDESWIPPING THE MRONP-02 YARDING INTO EAST RECEIVING 5. 3 RAILCARS DERAILED.","","","","","","","","","","","","","","1","41.14921","-100.852411","2","5","","","","NORTH PLATTE TERMINA",
"24","03","UP","0324GP004","","","","","24","03","UP","0324GP004","","","24","03","03","8","0","PM","12","0","0","0","0","","NORTH PLATTE","288.98","31","40","4","1","010","E","MRON","3","9714","1","Y","YARD 205","1","","2","TILX","199322","059","N","","","000","","4","0","0","0","0","0","0","0","0","0","52","0","80","0","0","0","0","3","0","0","66571","0","H999","","0","0","0","0","H999","2","1","010","71681","","31C111","0","000000","0","1","0","1","0","09","45","09","07","1","6","","CL","","","","194","","2024","0","0","0","0","0","0","LINCOLN","111","00","00","","N","7802","2","YNP22R-03 WAS OPERATING RCL 340/440 FAILED TO USE POSITIVE STOP PROTECTION AND TRAVERSED WEST ON EAS","T RECEIVING 204, SIDESWIPPING THE MRONP-02 YARDING INTO EAST RECEIVING 5. 3 RAILCARS DERAILED.","","","","","","","","","","","","","","0","41.14921","-100.852411","2","5","","","","NORTH PLATTE TERMINA",
"24","03","UP","0324GP014","","","","","24","03","UP","0324GP014","","","24","03","08","10","30","PM","01","0","0","0","0","","KEARNEY","1.42","31","27","4","1","006","R","GEKR","4","14939","1","Y","INDUSTRY LEAD","1","","4","CMO","021526","031","Y","","","000","","3","0","0","0","0","0","0","0","0","0","104","0","7","0","0","9","0","0","0","0","124456","101016","T111","","0","0","0","0","T111","4","1","006","225472","","31C019","0","000000","0","1","0","1","0","04","30","04","30","1","6","","CL","","","","427","","2024","0","0","0","0","0","0","BUFFALO","019","00","00","","N","6613","2","GEKRKR-08 WAS CALLED TO BUILD THE KEARNEY GRAIN TRAIN, CREW HAD PUT THE TRAIN TOGETHER AND WERE PULL","ING THE TRAIN WESTBOUND OUT OF THE INDUSTRIES TRACKS. WHEN THE TRAIN HAD TRAVELED ABOUT 2,807 FT, TH","E TRAIN WENT INTO UDE. CONDUCTOR HEARD THE TRAIN GO INTO EMERGENCY AND WENT TO INSPECT TRAIN AND FOU","ND 10 CARS, DERAILED 5 OF WHICH WERE ON THEIR SIDE. AFTER INSPECTION OF DERAILMENT, IT WAS FOUND THA","T THE TRACK HAD WIDE GAUGE.","","","","","","","","","","","0","40.704663","-99.06216","1","5","","","","KEARNEY IND LD",
"24","03","UP","0324GP017","","","","","24","03","UP","0324GP017","","","24","03","11","4","30","PM","01","0","0","0","0","","NORTH PLATTE","289.35","31","62","2","2","004","E","YND3","3","6540","7","Y","BLEND YARD 700","1","","2","WEPX","004560","038","Y","","","000","","2","0","0","0","0","0","0","0","0","0","45","0","60","0","0","1","0","8","0","0","186811","182918","H506","","0","0","0","0","H506","2","1","004","369729","","31C111","0","000000","0","1","0","0","0","01","30","","","1","6","","CL","","","","130","","2024","0","0","0","0","0","0","LINCOLN","111","00","00","","N","4185","1","YND34R-11, WHILE SHOVING INTO TRACK 710, EMPLOYEE STATES CARS APPEARED TO STOP MOVING, STOPPED MOVEM","ENT AND FOUND 9 CARS DERAILED.","","","","","","","","","","","","","","1","41.156465","-100.85908","2","5","K","","","NORTH PLATTE TERMINA",
"24","01","CSX","000215397","","","","","24","01","CSX","000215397","","","24","01","08","12","50","PM","01","0","0","0","0","","SELKIRK","0015.0","36","37","2","2","010","E","Y198","3","0","7","Y","364","1","0000.0","2","GAEX","100033","049","N","","","000","","1","0","0","0","0","0","0","0","0","0","42","0","2","0","0","2","0","2","0","0","141492","5419","H307","","0","0","0","0","H307","2","1","010","146911","","36C001","0","000000","0","1","0","0","0","09","50","","","1","1","","1","","","","223","","2024","0","0","0","0","0","0","ALBANY","001","00","00","","N","3709","0","Y19808 EMPLOYEE FAIL TO SECURE EQUIPMENT WITH THE PROPER HAND BRAKE AND BRAKE TEST. HE ATTEMPTED TO","COUPLE INTO UNSECURE EQUIPMENT ON TRACK 364 AND THE UNSECURE EQUIPMENT STARTED TO ROLL, CARS DERAILE","D ON TRACK 363 AND 364.","","","","","","","","","","","","","1","42.5757","-73.936","2","5","","","","SELKIRK",
"24","01","LI","81591","","","","","24","01","LI","81591","","","24","01","06","12","44","AM","01","0","0","0","0","","RICHMOND HILL","8.5","36","33","4","1","008","R","CE-3","3","0","8","Y","TRACK 01","1","","2","LI","000417","001","N","","","000","N","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","146149","0","T399","","0","0","0","0","T399","2","1","008","146149","","36C081","0","000000","0","1","0","1","0","01","44","01","44","1","1","","No","","","","324","","2024","0","0","0","0","0","0","QUEENS","081","00","00","","N","75","1","WHILE TRAVELING EAST TOWARDS DUNTON INTERLOCKING, ENGINE 417 DERAILED AFTER TRAVELING THROUGH THE 26","SWITCH IN JAMAICA STORAGE YARD. DUE TO BALLAST IDENTIFIED UNDER THE SWITCH STAND, IT WAS DETERMINED","THAT THE LATCH WAS NOT FULLY ENGAGED PROPERLY DUE TO THIS FACTOR. ON 04/04/2024, REPORTING DIRECTOR","REMOVED DATA IN BOX 23.","","","","","","","","","","","","0","40.696745","-73.819851","2","5","","","","MAINLINE",
"24","01","LI","81645","","","","","24","01","LI","81645","","","24","01","15","6","20","AM","01","0","0","0","0","","RICHMOND HILL","8.5","36","40","1","2","002","R","YPD-","3","0","7","Y","TRACK 17","1","","2","LI","004056","003","N","","","000","N","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","8732","4487","T499","","0","0","0","0","T499","2","1","002","13219","","36C081","0","000000","0","1","0","1","1","01","20","01","20","1","1","","No","","","","316","","2024","0","0","0","0","0","0","QUEENS","081","","","","N","215","1","WHILE MAKING AN EASTWARD MOVE IN JAMAICA STORAGE YARD (JSY) 17 SHOP TRACK, THE YPD-401 DERAILED. THE","POINT OF DERAILMENT WAS IDENTIFIED AT THE JOINT BAR, A QUARTER INCH RAIL END MISMATCH WAS PRESENT.","AS PER THE REGULATION CFR 213.115, THIS WAS ALLOWABLE FOR THE TRACK 1 CLASS STANDARD WHERE THIS DERA","ILMENT OCCURRED.","","","","","","","","","","","","0","40.698143","-73.823809","2","5","K","L","","MAINLINE",
"24","02","MNCW","81864","","","","","24","02","MNCW","81864","","","24","02","13","7","40","AM","13","0","0","0","0","","POUGHKEEPSIE","73.6","36","30","2","6","040","E","8816","1","1","C","Y","TRACK 06","1","","2","MNCW","006306","001","N","","","000","","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","17025","H701","","0","0","0","0","H701","2","1","040","17025","","36C027","0","000000","0","1","0","1","0","","36","","30","1","1","","6","","","","94","","2024","0","0","0","0","0","0","DUTCHESS","027","00","00","","N","579","1","WHILE TRAIN 8816 TRAVELED NORTH ON TRACK 6, THEY TRAILED THRU THE 2/6B SWITCH, CAUSING DAMAGE.","","","","","","","","","","","","","","","0","41.714316","-73.937325","2","5","K","","","MNR  HUDSON LINE",
"24","01","MNCW","81649","","","","","24","01","MNCW","81649","","","24","01","15","7","30","PM","01","0","0","0","0","","CROTON ON HUDSON","33.4","36","28","4","1","009","R","HTS-","1","0","7","Y","TRACK 80","1","","2","MNCW","000106","001","N","","","000","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28127","0","H702","H306","0","0","0","0","H702","2","1","009","28127","","36C119","0","000000","0","1","0","1","1","09","30","09","30","1","1","","6","","","","88","","2024","0","0","0","0","0","0","WESTCHESTER","119","00","00","","N","56","1","HARMON SWITCHING CREW HTS-1 DERAILED THE F-END TRUCK OF ENGINE 106 AT THE 80/19S SWITCH.","","","","","","","","","","","","","","","0","41.189121","-73.883215","2","5","K","","","MNR  HUDSON LINE",
"24","02","BEAR","BER693124D","","","","","24","02","BEAR","BER693124D","","","24","02","07","9","15","PM","01","0","0","0","0","","JOHNSONVILLE","357.5","36","35","4","2","025","E","MOED","","0","1","Y","","","129.74","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","14","0","0","0","0","606786","0","M505","","0","0","0","0","M505","1","","025","606786","","36C083","0","000000","0","1","0","1","0","","","","","1","1","","0","","","","181","","2024","0","0","0","0","0","0","RENSSELAER","083","","","","N","","","MOED WAS TRAVELING EAST AT MP 357.5 AT APPROXIMATELY 25MPH WHEN THEY DERAILED 14 CARS. 2 CARS ARE IN","THE HOOSIC RIVER AND THE REST ARE IN VARIOUS STATES OF LEANING OR ON THEIR SIDE.","","","","","","","","","","","","","","0","43.903301","-73.560067","","","","","","",
"24","01","ATK","177884","","","","","24","01","ATK","177884","","","24","01","06","12","15","PM","09","0","0","0","0","","NEW YORK -BRONX","11","36","37","2","2","000","","2250","1","0","2","Y","MAIN TRACK","6","","1","AMT","002021","001","","","","000","","1","0","0","1","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","34636","0","M404","","1","0","1","0","M404","1","6","000","34636","","36C005","0","000000","1","1","0","1","1","","57","","57","1","1","","6","","","","188","","2024","0","0","0","0","1","0","BRONX","005","","","","Y","665","1","TRESPASSER STRIKE: TRAIN 2250(06) TS19 FATALLY STRUCK A TRESPASSER AT INWOOD/MP11, JUST WEST OF THE","BRONX RIVER BRIDGE ON THE AMTRAK NYS HELLGATE LINE. TRAIN SPEED IS UNKNOWN AT THIS TIME.","","","","","","","","","","","","","","0","40.828037","-73.885105","1","1","J","","","NEC",
"24","01","LI","81583","","","","","24","01","LI","81583","","338161H","24","01","04","5","31","PM","07","0","0","0","0","","WYANDANCH","34.4","36","37","4","1","067","R","LI 1","3","0","D","Y","TRACK 01","4","9.2","1","LI","007798","001","Y","","","000","N","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","19122","0","M399","","0","1","0","1","M399","1","4","067","19122","","36C103","1","000000","0","1","0","1","1","10","01","10","01","1","1","","No","","","","193","","2024","0","0","0","0","0","1","SUFFOLK","103","","","","Y","850","1","EASTBOUND LI TRAIN 1962 STRUCK AN OCCUPIED VEHICLE FOULING THE EIGHTEENTH STREET CROSSING IN WYANDAN","CH. ALIVE FEMALE OCCUPANT WAS PLACED IN AMBULANCE AND TRANSPORTED TO GOOD SAMARITAN HOSPITAL.","","","","","","","","","","","","","","0","40.753504","-73.363708","1","1","A","B","","MAINLINE",
"24","03","BNSF","SW0324111","","","","","24","03","BNSF","SW0324111","","","24","03","25","11","3","PM","01","0","0","0","0","","SOCORRO","978.5","35","34","4","1","048","R","GRUT","4","15073","1","Y","SINGLE MAIN TRACK","4","14.08","1","BNSF","472501","017","Y","","","000","","2","0","0","0","1","0","0","0","0","0","116","0","0","0","0","36","0","0","0","0","2715929","913093","T299","","0","0","0","0","T299","1","4","048","3629022","","35C053","0","000000","0","2","0","1","0","06","03","06","03","1","5","","1","","","","293","","2024","0","0","0","0","0","0","SOCORRO","053","00","00","","N","6698","3","GRUTELP811 ON SINGLE MAIN TRACK DERAILED 36 RAILCARS DUE TO T299 - OTHER RAIL AND JOINT BAR DEFECTS","(THE CAUSAL RAIL FRACTURE WAS UNABLE TO BE RECOVERED DUE TO DEBRIS AND WRECKAGE AS A RESULT OF THE D","ERAILMENT THUS HINDERING FURTHER CHARACTERIZATIONOF THE FRACTURE ORIGIN.). NO HAZMAT RELEASE.","","","","","","","","","","","","","0","34.04854","-106.882278","2","2","P","","","EL PASO",
"24","04","NJTR","202405233","","","","","24","04","ATK","180337","","","24","04","04","2","20","PM","13","0","0","0","0","","LINDEN","17.3","34","41","2","2","059","E","3247","4","0","3","Y","TRACK B","4","000000","1","NJTR","004536","001","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","12500","0","T404","","0","0","0","0","T404","1","4","059","12500","","34C039","0","000000","0","1","0","1","1","09","","09","15","2","1","","6","","","","128","","2024","0","0","0","0","0","0","UNION","039","00","00","","Y","751","1","TRAIN 3247 REPORTED POWER LOSS AND ARCHING WHILE APPROACHING LINDEN STATION AS A RESULT OF PANTOGRAP","H DAMAGE TO LOCOMOTIVE 4536.","","","","","","","","","","","","","","0","40.632902","-74.248391","1","1","A","D","J","NEWARK",
"24","04","NJTR","202405236","","","","","24","04","NJTR","202405235","","","24","04","25","5","7","AM","13","0","0","0","0","","KEARNY","7.2","34","40","4","1","056","E","X373","4","0","3","Y","TRACK 3","3","000000","1","NJTR","004656","001","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","15750","0","T404","","0","0","0","0","T404","1","3","056","15750","","34C017","0","000000","0","1","0","1","1","04","30","04","30","1","1","","6","","","","118","","2024","0","0","0","0","0","0","HUDSON","017","00","00","","Y","751","1","TRAIN X373 STRUCK HANGING CATENARY CAUSING DAMAGE TO THE PANTOGRAPH ON ENGINE 4656 ENROUTE WEST AT S","WIFT INTERLOCKING.","","","","","","","","","","","","","","0","40.746198","-74.116355","1","1","A","D","J","NEWARK",
"24","04","NJTR","202405224","","","","","24","04","NJTR","202405224","","","24","04","22","9","0","AM","13","0","0","0","0","","LITTLE FALLS","16RAIL","34","55","2","1","005","E","262","3","0","D","Y","TRACK B","1","000000","2","NJTR","001327","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","19123","0","T404","","0","0","0","0","T404","2","1","005","19123","","34C031","0","000000","0","1","0","1","1","02","","02","15","1","1","","6","","","","106","","2024","0","0","0","0","0","0","PASSAIC","031","00","00","","N","255","1","TRAIN #262 REPORTED POWER DISRUPTION DEPARTING GREAT NOTCH YARD CAUSING DAMAGE TO PANTOGRAPH ON CAR","#1326.","","","","","","","","","","","","","","0","40.873526","-74.197886","2","5","L","","","HOBOKEN",
"24","04","NJTR","202405229","","","","","24","04","NJTR","202405228","","","24","04","03","8","2","PM","01","0","0","0","0","","KEARNY","1.0","34","45","4","3","005","E","MM22","4","0","7","Y","NORTH RUNNER","1","000000","2","NJTR","004541","001","N","","","000","","1","0","0","0","0","1","0","0","0","0","0","0","0","13","0","0","0","0","13","0","33000","5000","H704","","0","0","0","0","H704","2","1","005","38000","","34C017","0","000000","0","1","0","1","0","04","02","04","02","1","1","","6","","","","136","","2024","0","0","0","0","0","0","HUDSON","017","00","00","","N","1176","1","MM-22 DERAILED OVER BROKEN SWITCH 2101 AT MMC YARD. YH-25 PREVIOUSLY RAN THROUGH THE SWITCH PRIOR TO","MM-22 OPERATING THROUGH THE SWITCH.","","","","","","","","","","","","","","0","40.744561","-74.105782","2","5","L","","","HOBOKEN",
"24","05","NJTR","202405251","","","","","24","05","NJTR","202405251","","","24","05","13","6","31","AM","09","0","0","0","0","","LONG BRANCH","22.4","34","40","1","1","015","E","3209","4","0","2","Y","Y-3","1","000000","2","NJTR","007031","001","N","","","000","","0","0","0","1","0","0","0","0","0","0","0","0","0","8","0","0","0","0","1","0","30893","9498","H104","","0","0","0","0","H104","2","1","015","40391","","34C025","0","000000","0","1","0","1","1","06","43","06","43","1","1","","6","","","","167","","2024","0","0","0","0","0","0","MONMOUTH","025","00","00","","N","659","1","TRAIN 3209 DERAILED WEST WHEELS AFTER STRIKING BUMPING BLOCK AND CATENARY POLE ON WEST END OF TRACK","Y-3. ENGINEER MAY HAVE FALLEN ASLEEP OPERATING 3209 INTO TRACK Y-3.","","","","","","","","","","","","","","0","40.29562","-73.98837","2","5","L","","","NEWARK",
"24","05","NJTR","202406284","","","","","24","05","NJTR","202406284","","","24","05","05","9","42","PM","09","0","0","0","0","","DOVER","38.1","34","50","4","3","009","R","YD45","3","0","8","N","S-6","1","000000","2","NJTR","004637","001","N","","","000","","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15425","0","H607","","0","0","0","0","H607","2","1","009","15425","","34C027","0","000000","0","1","0","1","1","03","15","03","45","1","1","","6","","","","231","","2024","0","0","0","0","0","0","MORRIS","027","00","00","","N","195","2","LEAD ENGINE ON TRAIN YD-45 STRUCK BUMPING BLOCK ON TRACK S-6 IN DOVER YARD DUE TO BRAKE PRESSURE NOT","RELEASING. CONDUCTOR AND ENGINEER DID NOT COMMUNICATE ON BRAKE CUT-OUT ON ENGINE 4105 RESULTING IN","ENGINE STRIKING/DAMAGING BLOCK.","","","","","","","","","","","","","0","40.883518","-74.54952","2","5","L","","","HOBOKEN",
"24","05","NJTR","202406305","","","","","24","05","NJTR","202406305","","","24","05","20","8","25","AM","13","0","0","0","0","","HOBOKEN","0.1","34","62","2","1","010","E","312","3","0","2","N","16 DEPOT","1","000000","1","NJTR","001471","001","Y","","","000","","0","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","20772","0","T404","","0","0","0","0","T404","1","1","010","20772","","34C017","0","000000","0","1","0","1","1","04","40","04","40","1","1","","6","","","","151","","2024","0","0","0","0","0","0","HUDSON","017","00","00","","N","260","1","TRAIN 312 LOST POWER WHILE TRAVELING EAST OVER TERMINAL INTERLOCKING AND WHILE APPROACHING TRACK 16","DEPOT. DAMAGE TO CATENARY EQUIPMENT WAS DISCOVERED.","","","","","","","","","","","","","","0","40.734462","-74.031387","","A","C","D","","HOBOKEN",
"24","03","CRSH","146837","","","","","24","03","CRSH","146837","","","24","03","01","7","50","AM","01","0","0","0","0","","WOODBRIDGE","001.00","34","38","1","1","005","E","FM19","1","0","7","Y","YARD LEAD","1","0000","2","TIMX","291070","008","Y","","","000","","2","0","0","0","0","0","0","0","0","0","8","0","0","0","0","1","0","0","0","0","39122","10647","T220","","0","0","0","0","T220","2","1","005","49769","","34C023","0","000000","0","1","0","1","0","01","20","01","20","1","1","","Cl","","","","67","","2024","0","0","0","0","0","0","MIDDLESEX","023","","","","N","477","2","TRAIN DERAILED LAST CAR IN CONSIST ON YARD LEAD DUE TO BROKEN RAIL.","","","","","","","","","","","","","","","0","40.567988","-74.248719","2","5","K","","","NORTH JERSEY",
"24","03","CRSH","146841","","","","","24","03","CRSH","146841","","","24","03","08","4","10","PM","01","0","0","0","0","","KEARNY","001.00","34","47","3","1","006","E","JR04","3","0","7","Y","CENTRAL AVE IT","1","0000","4","NKLX","800082","002","Y","","","000","","2","0","0","0","0","0","0","0","0","0","62","0","0","0","0","7","0","0","0","0","10660","35968","T110","","0","0","0","0","T110","4","1","006","46628","","34C017","0","000000","0","1","0","1","0","01","40","01","40","1","1","","Cl","","","","68","","2024","0","0","0","0","0","0","HUDSON","017","","","","N","5349","2","TRAIN DERAILED SEVEN RAILCARS WHILE PULLING DUE TO TRACK CONDITIONS.","","","","","","","","","","","","","","","0","40.739313","-74.098305","2","5","K","","","NORTH JERSEY",
"24","03","CRSH","146843","","","","","24","03","CRSH","146843","","","24","03","15","12","20","PM","01","0","0","0","0","","NEWARK","001.00","34","68","2","2","009","E","FO08","2","0","7","Y","TRACK 1","1","0000","2","UCRY","057025","002","Y","","","000","","2","0","0","0","0","0","0","0","0","0","4","0","31","0","0","2","0","0","0","0","44195","10167","M409","","0","0","0","0","M409","2","1","009","103905","","34C013","0","000000","0","1","0","1","1","05","20","02","20","3","1","","Cl","","","","145","","2024","0","0","0","0","0","0","ESSEX","013","","","","N","3690","3","TRAIN DERAILED TWO RAILCARS DUE TO FOREIGN DEBRIS IN SWITCH POINT. TWO RAILCARS ON THE ADJACENT TRAC","K WERE DAMAGED AS A RESULT OF THE DERAILMENT.","","","","","","","","","","","","","","0","40.693089","-74.159008","2","5","K","","","NORTH JERSEY",
"24","03","UP","0324GP037","","","","","24","03","UP","0324GP037","","","24","03","29","11","17","PM","12","0","0","0","0","","NORTH PLATTE","287.9","31","41","4","1","024","R","YNP2","3","481","7","Y","YARD 131","1","","2","CGAX","010074","004","Y","","","000","","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","114413","0","M407","","0","0","0","0","M407","2","1","024","228826","","31C111","0","000000","0","1","0","0","0","07","18","","","1","6","","CL","","","","466","","2024","0","0","0","0","0","0","LINCOLN","111","","","","N","182","1","YNP22R-29, DURING HUMP OPERATIONS, THERE WAS AN OVERSPEED ON A CUT OF 3 CARS THAT ROLLED INTO EAST B","OWL 31, WHEN THOSE CARS MADE IMPACT WITH THE CARS THAT WERE ALREADY IN THE TRACK IT CAUSED SEVERE DA","MAGE TO THE CARS AT THE COUPLING. THE IMPACT WAS SUCH THAT THE CARS WERE DAMAGED, RELEASING SOYBEAN","MEAL FROM THE BODY OF THE CAR. NO DERAILMENT OR TRACK DAMAGE. At the time of the incident the rail e","quipment was moving above the maximum for the track class reported","","","","","","","","","","","1","41.147128","-100.831842","2","5","K","","","NORTH PLATTE TERMINA",
"24","03","UP","0324GP037","","","","","24","03","UP","0324GP037","","","24","03","29","11","17","PM","12","0","0","0","0","","NORTH PLATTE","287.9","31","41","4","1","000","E","","","481","6","N","YARD 131","1","","2","CGAX","010096","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","114413","0","M407","","0","0","0","0","M407","2","1","024","228826","","31C111","0","000000","0","0","0","0","0","","","","","3","6","","CL","","","","466","","2024","0","0","0","0","0","0","LINCOLN","111","","","","N","0","0","YNP22R-29, DURING HUMP OPERATIONS, THERE WAS AN OVERSPEED ON A CUT OF 3 CARS THAT ROLLED INTO EAST B","OWL 31, WHEN THOSE CARS MADE IMPACT WITH THE CARS THAT WERE ALREADY IN THE TRACK IT CAUSED SEVERE DA","MAGE TO THE CARS AT THE COUPLING. THE IMPACT WAS SUCH THAT THE CARS WERE DAMAGED, RELEASING SOYBEAN","MEAL FROM THE BODY OF THE CAR. NO DERAILMENT OR TRACK DAMAGE. At the time of the incident the rail e","quipment was moving above the maximum for the track class reported","","","","","","","","","","","0","41.147128","-100.831842","2","5","K","","","NORTH PLATTE TERMINA",
"24","03","NS","156085","","","","","24","03","NS","156085","","","24","03","18","1","50","AM","01","0","0","0","0","","CHARLOTTE","378.00","37","61","4","2","004","E","154P","2","4113","4","Y","RY02","1","","2","STKX","001513","037","N","","","000","","3","0","0","0","0","0","0","0","0","0","30","0","9","0","0","0","0","2","0","0","14020","8801","H599","","0","0","0","0","H599","2","1","004","22821","","37C119","0","000000","0","2","0","1","0","05","25","05","25","1","3","","1","","","","150","","2024","0","0","0","0","0","0","MECKLENBURG","119","","","","N","2413","3","AFTER TYING ONTO RY02 TRAIN 154.16 SHOVED AGAINST TWO EMPTY GONDOLAS WITH LOADED CARS ON EACH SIDE C","AUSING THE STKX 1513 AND CR 588195 TO BOTH DERAIL.","","","","","","","","","","","","","","0","35.228064","-80.852619","2","5","K","","","CHARLOTTE",
"24","03","NS","156508","24","03","ATK","178843","24","03","NS","156508","","630471D","24","03","14","8","21","PM","07","0","0","0","0","","N/A","056.71","37","72","4","1","000","E","","","0","","","SINGLE MAIN TRACK","4","22","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7983","M308","","0","0","1","2","M308","1","4","054","81558","","37C063","0","000000","0","0","0","0","0","","","","","2","3","","1","","","","128","","2024","0","0","0","0","0","0","DURHAM","063","","","","N","","","AMTRAK TRAIN 76(14) STRUCK AN OCCUPIED VEHICLE ON NS TRACK AT MOP 56.7 CAUSING DAMAGE TO AMTRAK LOCO","MOTIVE AND NS SIGNAL SYSTEM.","","","","","","","","","","","","","","","35.979855","-78.879214","1","1","J","","","BLUE RIDGE",
"24","03","NS","155942","","","","","24","03","NS","155942","","716184H","24","03","05","2","50","PM","07","0","0","0","0","","N/A","385.55","37","68","2","1","046","R","P43P","1","1273","1","Y","DOUBLE MAIN1","4","0","1","NS","006430","001","N","","","000","","1","0","0","0","0","0","0","0","0","0","7","0","8","0","0","0","0","0","0","0","15000","55000","M303","","0","0","0","0","M303","1","4","046","70000","","37C119","0","000000","0","0","0","0","0","","","","","1","3","","1","","","","93","","2024","0","0","0","0","0","0","MECKLENBURG","119","","","","N","1041","2","NS TRAIN P43P305 STRUCK AN UNOCCUPIED TRUCK TRAILER THAT WAS STUCK ON THE HWY-GRADE CROSSING.","","","","","","","","","","","","","","","0","35.230125","-80.9778","1","1","J","","","COASTAL",
